state,year,accuracy,selection_rate_1,selection_rate_2,selection_rate_3,selection_rate_4,selection_rate_5,selection_rate_6,selection_rate_7,selection_rate_8,selection_rate_9,true_pos_rate_1,true_pos_rate_2,true_pos_rate_3,true_pos_rate_4,true_pos_rate_5,true_pos_rate_6,true_pos_rate_7,true_pos_rate_8,true_pos_rate_9
AL,2018,0.8104454823064488,0.2961216550748556,0.12201229228317778,0.20224719101123595,0.0,0.0,0.2973856209150327,0.6666666666666666,0.04830917874396135,0.1718213058419244,0.6332882273342354,0.42998760842627015,0.5161290322580645,0.0,0.0,0.7448979591836735,1.0,0.2857142857142857,0.5576923076923077
AK,2018,0.7498589960518894,0.32043416705993394,0.18055555555555555,0.25806451612903225,0.05935483870967742,0.0,0.09950248756218906,0.07692307692307693,0.09523809523809523,0.16101694915254236,0.5384615384615384,0.3333333333333333,0.5,0.18620689655172415,0.0,0.3409090909090909,0.2,0.2,0.38823529411764707
AZ,2018,0.8063827869098777,0.29753359804520463,0.1772893772893773,0.09225806451612903,0.2,0.06796116504854369,0.3634126333059885,0.13846153846153847,0.07494279176201372,0.18446601941747573,0.6278417938336966,0.5180722891566265,0.32421875,0.0,0.2,0.7247524752475247,0.4444444444444444,0.30685920577617326,0.5393258426966292
AR,2018,0.8152774786416829,0.24748473643477514,0.12106368089573127,0.12658227848101267,,0.13333333333333333,0.2639593908629442,0.09090909090909091,0.02867383512544803,0.16845878136200718,0.5912212600776351,0.47058823529411764,0.4444444444444444,,0.5,0.6909090909090909,1.0,0.16666666666666666,0.4411764705882353
CA,2018,0.7767919658600159,0.3017205758392146,0.19726539675119786,0.13987635239567234,0.23076923076923078,0.09333333333333334,0.35005655935675195,0.11616954474097331,0.058351248190233844,0.19680721423348768,0.5798508853681268,0.44052863436123346,0.4223433242506812,0.6,0.3125,0.6167207482343959,0.2894736842105263,0.234643179765131,0.4752644148754691
CO,2018,0.7799463361655913,0.34963209974990034,0.18125,0.1518324607329843,0.4,0.09230769230769231,0.36382322713257964,0.2222222222222222,0.09424083769633508,0.21857304643261607,0.6468297638195208,0.5170731707317073,0.3902439024390244,1.0,0.16666666666666666,0.671201814058957,0.45454545454545453,0.2926829268292683,0.5422535211267606
CT,2018,0.7665403083143796,0.3641933287950987,0.14432328415651058,0.10810810810810811,,0.06666666666666667,0.44816053511705684,0.2,0.05316091954022988,0.19424460431654678,0.6169286577992745,0.3832599118942731,0.4444444444444444,,0.0,0.7758985200845666,0.5,0.22388059701492538,0.5166666666666667
DE,2018,0.7812433694037768,0.30728733721252427,0.15608465608465608,0.05,,0.2,0.4880952380952381,0.3333333333333333,0.0821917808219178,0.13924050632911392,0.5973244147157191,0.415929203539823,0.0,,1.0,0.8354430379746836,0.5,0.29411764705882354,0.5333333333333333
FL,2018,0.7998989133181703,0.3041595657388121,0.13371488033298648,0.21212121212121213,0.0,0.07142857142857142,0.3479003072721065,0.16216216216216217,0.11923920994879297,0.18973418881759854,0.6308396409082908,0.4493815849748053,0.49122807017543857,0.0,0.5,0.7081818181818181,0.6111111111111112,0.4479638009049774,0.5274336283185841
GA,2018,0.8081901207895512,0.33547225690310967,0.1772693605464571,0.19230769230769232,,0.12121212121212122,0.4127056672760512,0.1951219512195122,0.08673469387755102,0.23439099283520984,0.6695543645840981,0.505003335557038,0.5652173913043478,,0.3,0.7621052631578947,0.7142857142857143,0.3782051282051282,0.6428571428571429
HI,2018,0.7610917087052128,0.3492753623188406,0.19745222929936307,0.2222222222222222,0.0,0.0,0.2445445098718393,0.09182389937106918,0.1308411214953271,0.1705014749262537,0.6016684045881127,0.49019607843137253,0.8,0.0,0.0,0.5102954341987467,0.27,0.35714285714285715,0.3924914675767918
ID,2018,0.811373260738052,0.2681483429773803,0.125,0.12931034482758622,0.0,0.0,0.24,0.16666666666666666,0.05670103092783505,0.12941176470588237,0.6243966652040368,0.5,0.5,0.0,0.0,0.6666666666666666,0.5,0.21739130434782608,0.46153846153846156
IL,2018,0.7848125820699534,0.3104915194931953,0.1539816772374912,0.1038961038961039,0.0,0.14285714285714285,0.4128955930198166,0.18181818181818182,0.05047454702329594,0.18465430016863407,0.604222103956005,0.43114973262032086,0.21739130434782608,0.0,0.6,0.7492002559181062,0.5555555555555556,0.21534653465346534,0.5507692307692308
IN,2018,0.8063217406201816,0.2600739668757035,0.13468013468013468,0.2545454545454545,0.0,0.0625,0.3141122913505311,0.1875,0.04460966542750929,0.17761989342806395,0.5968665260620669,0.4339622641509434,0.6666666666666666,0.0,0.3333333333333333,0.7443946188340808,0.5,0.12631578947368421,0.5511811023622047
IA,2018,0.7976331360946746,0.2589328251548356,0.08783783783783784,0.14893617021276595,,0.07692307692307693,0.21323529411764705,0.1,0.06622516556291391,0.1524390243902439,0.5821233264190081,0.3,0.6666666666666666,,1.0,0.6307692307692307,0.5,0.29411764705882354,0.7142857142857143
KS,2018,0.805086354146897,0.29274389372946724,0.137987012987013,0.18796992481203006,0.0,0.1111111111111111,0.36231884057971014,0.1875,0.04779411764705882,0.15609756097560976,0.6414844267726971,0.496,0.6,0.0,0.3333333333333333,0.744,0.4,0.2903225806451613,0.5108695652173914
KY,2018,0.8060983368172316,0.26816992148177976,0.14518633540372672,0.18181818181818182,1.0,0.0,0.330188679245283,0.0,0.046242774566473986,0.1346153846153846,0.6050171392957308,0.5169491525423728,0.5,0.0,0.0,0.7476635514018691,0.0,0.3333333333333333,0.5483870967741935
ME,2018,0.807055127106541,0.26453357368183866,0.09333333333333334,0.075,,0.0,0.2236842105263158,0.0,0.2,0.14393939393939395,0.6082324455205811,0.625,0.3333333333333333,,0.0,0.6521739130434783,0.0,0.5,0.631578947368421
MD,2018,0.775225470613159,0.3993523501119101,0.23859829940736924,0.22641509433962265,0.5,0.043478260869565216,0.4497737556561086,0.2,0.06708975521305531,0.28208092485549136,0.6621851752263154,0.49487836107554417,0.5238095238095238,1.0,0.1111111111111111,0.7497835497835498,0.5,0.3054187192118227,0.5875706214689266
MI,2018,0.8050711886098224,0.2805517687562097,0.14826928318342872,0.17437722419928825,,0.05263157894736842,0.420479302832244,0.2727272727272727,0.1182033096926714,0.15697036223929747,0.6145066029597186,0.48172323759791125,0.5,,0.25,0.760061919504644,1.0,0.4318181818181818,0.5483870967741935
