importance_mean_0,importance_mean_1,importance_mean_2,importance_mean_3,importance_mean_4,importance_mean_5,importance_mean_6,importance_mean_7,importance_mean_8,importance_mean_9
0.029474349254485756,0.0033308061662876256,0.03463987869598184,0.0017184735911043969,0.05156431640131416,0.004210260298205748,0.010601465756886586,0.0519004296183978,0.01102602982057117,0.00232499368208241
