importance_mean_0,importance_mean_1,importance_mean_2,importance_mean_3,importance_mean_4,importance_mean_5,importance_mean_6,importance_mean_7,importance_mean_8,importance_mean_9
0.03810201660735466,0.006880189798339265,0.03859232898378804,0.003274021352313139,0.03199683669434557,0.0018505338078291355,0.00684855674179512,0.04164491894029256,0.023313562672993247,0.0030051403716883753
