state,year,accuracy,selection_rate_1,selection_rate_2,selection_rate_3,selection_rate_4,selection_rate_5,selection_rate_6,selection_rate_7,selection_rate_8,selection_rate_9,true_pos_rate_1,true_pos_rate_2,true_pos_rate_3,true_pos_rate_4,true_pos_rate_5,true_pos_rate_6,true_pos_rate_7,true_pos_rate_8,true_pos_rate_9
AL,2018,0.8079755703251302,0.3102675940115525,0.11108581834737082,0.2247191011235955,0.0,0.0,0.2679738562091503,0.6666666666666666,0.043478260869565216,0.16838487972508592,0.6512178619756428,0.38413878562577447,0.5483870967741935,0.0,0.0,0.6836734693877551,1.0,0.3333333333333333,0.5384615384615384
AK,2018,0.7535250987027636,0.32420953279848985,0.18055555555555555,0.22580645161290322,0.05935483870967742,0.022727272727272728,0.08955223880597014,0.07692307692307693,0.14285714285714285,0.1652542372881356,0.5481986368062317,0.3333333333333333,0.4166666666666667,0.18620689655172415,0.1111111111111111,0.3181818181818182,0.0,0.3,0.4
AZ,2018,0.8021756768939508,0.29276114844227247,0.15897435897435896,0.07290322580645162,0.2,0.06796116504854369,0.3609515996718622,0.18461538461538463,0.07951945080091533,0.1669902912621359,0.6156960448458424,0.4608433734939759,0.265625,0.0,0.2,0.7227722772277227,0.4444444444444444,0.296028880866426,0.50187265917603
AR,2018,0.8156364419556321,0.2649410955370195,0.11686494051784464,0.17721518987341772,,0.13333333333333333,0.28426395939086296,0.09090909090909091,0.02867383512544803,0.1827956989247312,0.6213795162735145,0.45701357466063347,0.6666666666666666,,0.5,0.7272727272727273,1.0,0.05555555555555555,0.5147058823529411
CA,2018,0.774006592901132,0.2961919243673867,0.17108799813018583,0.13060278207109738,0.3076923076923077,0.09333333333333334,0.3394478583875997,0.10989010989010989,0.062255955775896106,0.19278576651230805,0.5711463187325256,0.39342595730260926,0.3896457765667575,0.8,0.2916666666666667,0.5999236495514411,0.3105263157894737,0.2423215898825655,0.46605254179460937
CO,2018,0.781958729955919,0.3473123346261191,0.16625,0.12041884816753927,0.4,0.09230769230769231,0.3648509763617677,0.19444444444444445,0.09947643979057591,0.21064552661381652,0.6468297638195208,0.4926829268292683,0.34146341463414637,1.0,0.16666666666666666,0.671201814058957,0.36363636363636365,0.3048780487804878,0.5246478873239436
CT,2018,0.7699267121556735,0.36679249953586235,0.13662604233483003,0.08108108108108109,,0.13333333333333333,0.4459308807134894,0.4,0.06465517241379311,0.16546762589928057,0.6234582829504233,0.3656387665198238,0.3333333333333333,,0.0,0.7758985200845666,1.0,0.26865671641791045,0.4666666666666667
DE,2018,0.7812433694037768,0.30119146577999445,0.15343915343915343,0.05,,0.2,0.49404761904761907,0.3333333333333333,0.0958904109589041,0.13924050632911392,0.5919732441471572,0.3938053097345133,0.0,,1.0,0.8607594936708861,0.5,0.29411764705882354,0.5333333333333333
FL,2018,0.7986656557998484,0.30081423972732435,0.12200832466181061,0.1717171717171717,0.0,0.07142857142857142,0.3339023557528167,0.13513513513513514,0.11558156547183614,0.18010999083409715,0.6249603942967787,0.4173156207054512,0.38596491228070173,0.0,0.5,0.68,0.5555555555555556,0.42081447963800905,0.5008849557522124
GA,2018,0.8052047530197388,0.3431665747219883,0.16443091103612872,0.19230769230769232,,0.15151515151515152,0.40722120658135286,0.1951219512195122,0.08775510204081632,0.2210849539406346,0.6758681447764481,0.47264843228819214,0.5652173913043478,,0.4,0.7547368421052632,0.7142857142857143,0.3525641025641026,0.6
HI,2018,0.7577286250161687,0.32222222222222224,0.1464968152866242,0.16666666666666666,0.0,0.0,0.2296501558711465,0.09056603773584905,0.11214953271028037,0.1687315634218289,0.5620437956204379,0.39215686274509803,0.6,0.0,0.0,0.4852282900626679,0.29,0.32142857142857145,0.39078498293515357
ID,2018,0.8130671506352087,0.2836664913203577,0.14583333333333334,0.08620689655172414,0.0,0.05555555555555555,0.22,0.16666666666666666,0.09278350515463918,0.11764705882352941,0.6542343132953049,0.6666666666666666,0.3,0.0,0.0,0.6666666666666666,0.5,0.21739130434782608,0.5
IL,2018,0.7862749194222275,0.3196442054474135,0.13953488372093023,0.09090909090909091,0.0,0.14285714285714285,0.41644483880508726,0.18181818181818182,0.056082830025884385,0.18549747048903878,0.617793152386021,0.39037433155080214,0.21739130434782608,0.0,0.6,0.7575175943698017,0.6666666666666666,0.2301980198019802,0.563076923076923
IN,2018,0.8129907209136331,0.2772229381443299,0.10638297872340426,0.1111111111111111,0.0,0.0,0.4,0.0,0.061224489795918366,0.1553398058252427,0.6372745490981964,0.2875,1.0,0.0,0.0,0.8148148148148148,0.0,0.14285714285714285,0.6
IA,2018,0.8006198929275853,0.28102667937112913,0.07094594594594594,0.14893617021276595,,0.07692307692307693,0.21323529411764705,0.2,0.06622516556291391,0.16463414634146342,0.6217235527060154,0.26666666666666666,0.6666666666666666,,1.0,0.6461538461538462,1.0,0.23529411764705882,0.75
KS,2018,0.8036313025874613,0.3029567204685045,0.1396103896103896,0.15789473684210525,0.0,0.1111111111111111,0.36231884057971014,0.125,0.06985294117647059,0.18048780487804877,0.6551800309255578,0.496,0.5,0.0,0.3333333333333333,0.72,0.4,0.3548387096774194,0.5978260869565217
KY,2018,0.806280105425793,0.28326957922287094,0.13198757763975155,0.22727272727272727,1.0,0.0,0.330188679245283,0.0,0.04046242774566474,0.14423076923076922,0.6294795886569025,0.4703389830508475,0.5,0.0,0.0,0.7383177570093458,0.0,0.25,0.5645161290322581
ME,2018,0.7984861468151957,0.27414751389514797,0.12,0.05,,0.0,0.19736842105263158,0.0,0.2,0.13636363636363635,0.6101694915254238,0.75,0.3333333333333333,,0.0,0.5217391304347826,0.0,0.5,0.5789473684210527
MD,2018,0.7679922522849706,0.39349492832992045,0.20471527956712188,0.20754716981132076,0.5,0.043478260869565216,0.43665158371040724,0.16,0.06890299184043518,0.24739884393063583,0.6536703414896478,0.4324583866837388,0.47619047619047616,1.0,0.1111111111111111,0.7229437229437229,0.375,0.30049261083743845,0.536723163841808
MI,2018,0.8072908334666453,0.294114928718316,0.13191605342055057,0.16725978647686832,,0.017543859649122806,0.429920116194626,0.09090909090909091,0.1182033096926714,0.1690450054884742,0.6368040347733758,0.45430809399477806,0.5333333333333333,,0.08333333333333333,0.7801857585139319,0.3333333333333333,0.4318181818181818,0.5576036866359447
